Id,Date,Time,Calories
1503960366,4/18/2016,10,81
1503960366,4/18/2016,11,73
1503960366,4/18/2016,12,118
1503960366,4/18/2016,13,70
1503960366,4/18/2016,14,64
1503960366,4/18/2016,15,80
1503960366,4/18/2016,16,78
1503960366,4/18/2016,17,79
1503960366,4/18/2016,18,234
1503960366,4/18/2016,19,157
1503960366,4/18/2016,20,57
1503960366,4/18/2016,21,68
1503960366,4/18/2016,22,86
1503960366,4/18/2016,23,83
1503960366,4/19/2016,00,47
1503960366,4/19/2016,01,49
1503960366,4/19/2016,02,47
1503960366,4/19/2016,03,50
1503960366,4/19/2016,04,47
1503960366,4/19/2016,05,47
1503960366,4/19/2016,06,49
1503960366,4/19/2016,07,75
1503960366,4/19/2016,08,130
1503960366,4/19/2016,09,79
1503960366,4/19/2016,10,75
1503960366,4/19/2016,11,72
1503960366,4/19/2016,12,143
1503960366,4/19/2016,13,171
1503960366,4/19/2016,14,76
1503960366,4/19/2016,15,72
1503960366,4/19/2016,16,71
1503960366,4/19/2016,17,90
1503960366,4/19/2016,18,120
1503960366,4/19/2016,19,93
1503960366,4/19/2016,20,159
1503960366,4/19/2016,21,94
1503960366,4/19/2016,22,58
1503960366,4/19/2016,23,120
1503960366,4/20/2016,00,54
1503960366,4/20/2016,01,53
1503960366,4/20/2016,02,47
1503960366,4/20/2016,03,48
1503960366,4/20/2016,04,48
1503960366,4/20/2016,05,47
1503960366,4/20/2016,06,48
1503960366,4/20/2016,07,51
1503960366,4/20/2016,08,70
1503960366,4/20/2016,09,144
1503960366,4/20/2016,10,79
1503960366,4/20/2016,11,58
1503960366,4/20/2016,12,64
1503960366,4/20/2016,13,61
1503960366,4/20/2016,14,113
1503960366,4/20/2016,15,97
1503960366,4/20/2016,16,70
1503960366,4/20/2016,17,57
1503960366,4/20/2016,18,114
1503960366,4/20/2016,19,117
1503960366,4/20/2016,20,80
1503960366,4/20/2016,21,83
1503960366,4/20/2016,22,62
1503960366,4/20/2016,23,120
1503960366,4/21/2016,00,54
1503960366,4/21/2016,01,61
1503960366,4/21/2016,02,55
1503960366,4/21/2016,03,48
1503960366,4/21/2016,04,47
1503960366,4/21/2016,05,47
1503960366,4/21/2016,06,48
1503960366,4/21/2016,07,52
1503960366,4/21/2016,08,71
1503960366,4/21/2016,09,133
1503960366,4/21/2016,10,77
1503960366,4/21/2016,11,55
1503960366,4/21/2016,12,73
1503960366,4/21/2016,13,113
1503960366,4/21/2016,14,58
1503960366,4/21/2016,15,68
1503960366,4/21/2016,16,60
1503960366,4/21/2016,17,60
1503960366,4/21/2016,18,69
1503960366,4/21/2016,19,64
1503960366,4/21/2016,20,213
1503960366,4/21/2016,21,104
1503960366,4/21/2016,22,63
1503960366,4/21/2016,23,84
1503960366,4/22/2016,00,47
1503960366,4/22/2016,01,47
1503960366,4/22/2016,02,47
1503960366,4/22/2016,03,47
1503960366,4/22/2016,04,47
1503960366,4/22/2016,05,47
1503960366,4/22/2016,06,47
1503960366,4/22/2016,07,47
1503960366,4/22/2016,08,47
1503960366,4/22/2016,09,65
1503960366,4/22/2016,10,54
1503960366,4/22/2016,11,102
1503960366,4/22/2016,12,57
1503960366,4/22/2016,13,60
1503960366,4/22/2016,14,54
1503960366,4/22/2016,15,66
1503960366,4/22/2016,16,58
1503960366,4/22/2016,17,104
1503960366,4/22/2016,18,87
1503960366,4/22/2016,19,82
1503960366,4/22/2016,20,71
1503960366,4/22/2016,21,311
1503960366,4/22/2016,22,95
1503960366,4/22/2016,23,136
1503960366,4/23/2016,00,63
1503960366,4/23/2016,01,47
1503960366,4/23/2016,02,49
1503960366,4/23/2016,03,47
1503960366,4/23/2016,04,47
1503960366,4/23/2016,05,48
1503960366,4/23/2016,06,50
1503960366,4/23/2016,07,48
1503960366,4/23/2016,08,59
1503960366,4/23/2016,09,75
1503960366,4/23/2016,10,56
1503960366,4/23/2016,11,84
1503960366,4/23/2016,12,129
1503960366,4/23/2016,13,129
1503960366,4/23/2016,14,78
1503960366,4/23/2016,15,73
1503960366,4/23/2016,16,140
1503960366,4/23/2016,17,121
1503960366,4/23/2016,18,173
1503960366,4/23/2016,19,51
1503960366,4/23/2016,20,63
1503960366,4/23/2016,21,162
1503960366,4/23/2016,22,96
1503960366,4/23/2016,23,60
1503960366,4/24/2016,00,66
1503960366,4/24/2016,01,54
1503960366,4/24/2016,02,48
1503960366,4/24/2016,03,48
1503960366,4/24/2016,04,49
1503960366,4/24/2016,05,48
1503960366,4/24/2016,06,49
1503960366,4/24/2016,07,47
1503960366,4/24/2016,08,49
1503960366,4/24/2016,09,59
1503960366,4/24/2016,10,90
1503960366,4/24/2016,11,67
1503960366,4/24/2016,12,82
1503960366,4/24/2016,13,74
1503960366,4/24/2016,14,52
1503960366,4/24/2016,15,52
1503960366,4/24/2016,16,102
1503960366,4/24/2016,17,86
1503960366,4/24/2016,18,115
1503960366,4/24/2016,19,270
1503960366,4/24/2016,20,76
1503960366,4/24/2016,21,74
1503960366,4/24/2016,22,61
1503960366,4/24/2016,23,72
1503960366,4/25/2016,00,62
1503960366,4/25/2016,01,53
1503960366,4/25/2016,02,57
1503960366,4/25/2016,03,47
1503960366,4/25/2016,04,50
1503960366,4/25/2016,05,49
1503960366,4/25/2016,06,47
1503960366,4/25/2016,07,52
1503960366,4/25/2016,08,83
1503960366,4/25/2016,09,146
1503960366,4/25/2016,10,73
1503960366,4/25/2016,11,121
1503960366,4/25/2016,12,92
1503960366,4/25/2016,13,75
1503960366,4/25/2016,14,62
1503960366,4/25/2016,15,76
1503960366,4/25/2016,16,71
1503960366,4/25/2016,17,67
1503960366,4/25/2016,18,61
1503960366,4/25/2016,19,182
1503960366,4/25/2016,20,95
1503960366,4/25/2016,21,267
1503960366,4/25/2016,22,68
1503960366,4/25/2016,23,54
1503960366,4/26/2016,00,56
1503960366,4/26/2016,01,66
1503960366,4/26/2016,02,51
1503960366,4/26/2016,03,64
1503960366,4/26/2016,04,48
1503960366,4/26/2016,05,49
1503960366,4/26/2016,06,48
1503960366,4/26/2016,07,52
1503960366,4/26/2016,08,67
1503960366,4/26/2016,09,139
1503960366,4/26/2016,10,92
1503960366,4/26/2016,11,78
1503960366,4/26/2016,12,74
1503960366,4/26/2016,13,126
1503960366,4/26/2016,14,142
1503960366,4/26/2016,15,74
1503960366,4/26/2016,16,93
1503960366,4/26/2016,17,60
1503960366,4/26/2016,18,169
1503960366,4/26/2016,19,73
1503960366,4/26/2016,20,127
1503960366,4/26/2016,21,79
1503960366,4/26/2016,22,66
1503960366,4/26/2016,23,80
1503960366,4/27/2016,00,68
1503960366,4/27/2016,01,59
1503960366,4/27/2016,02,53
1503960366,4/27/2016,03,47
1503960366,4/27/2016,04,47
1503960366,4/27/2016,05,47
1503960366,4/27/2016,06,47
1503960366,4/27/2016,07,47
1503960366,4/27/2016,08,47
1503960366,4/27/2016,09,149
1503960366,4/27/2016,10,93
1503960366,4/27/2016,11,100
1503960366,4/27/2016,12,89
1503960366,4/27/2016,13,76
1503960366,4/27/2016,14,150
1503960366,4/27/2016,15,63
1503960366,4/27/2016,16,64
1503960366,4/27/2016,17,73
1503960366,4/27/2016,18,178
1503960366,4/27/2016,19,318
1503960366,4/27/2016,20,174
1503960366,4/27/2016,21,76
1503960366,4/27/2016,22,47
1503960366,4/27/2016,23,47
1503960366,4/28/2016,00,47
1503960366,4/28/2016,01,62
1503960366,4/28/2016,02,48
1503960366,4/28/2016,03,47
1503960366,4/28/2016,04,48
1503960366,4/28/2016,05,47
1503960366,4/28/2016,06,48
1503960366,4/28/2016,07,49
1503960366,4/28/2016,08,63
1503960366,4/28/2016,09,116
1503960366,4/28/2016,10,105
1503960366,4/28/2016,11,73
1503960366,4/28/2016,12,78
1503960366,4/28/2016,13,108
1503960366,4/28/2016,14,124
1503960366,4/28/2016,15,61
1503960366,4/28/2016,16,81
1503960366,4/28/2016,17,72
1503960366,4/28/2016,18,138
1503960366,4/28/2016,19,56
1503960366,4/28/2016,20,151
1503960366,4/28/2016,21,103
1503960366,4/28/2016,22,55
1503960366,4/28/2016,23,121
1503960366,4/29/2016,00,65
1503960366,4/29/2016,01,49
1503960366,4/29/2016,02,54
1503960366,4/29/2016,03,47
1503960366,4/29/2016,04,47
1503960366,4/29/2016,05,48
1503960366,4/29/2016,06,47
1503960366,4/29/2016,07,52
1503960366,4/29/2016,08,67
1503960366,4/29/2016,09,142
1503960366,4/29/2016,10,60
1503960366,4/29/2016,11,60
1503960366,4/29/2016,12,65
1503960366,4/29/2016,13,62
1503960366,4/29/2016,14,136
1503960366,4/29/2016,15,110
1503960366,4/29/2016,16,73
1503960366,4/29/2016,17,75
1503960366,4/29/2016,18,60
1503960366,4/29/2016,19,71
1503960366,4/29/2016,20,80
1503960366,4/29/2016,21,118
1503960366,4/29/2016,22,111
1503960366,4/29/2016,23,140
1503960366,4/30/2016,00,51
1503960366,4/30/2016,01,57
1503960366,4/30/2016,02,47
1503960366,4/30/2016,03,49
1503960366,4/30/2016,04,47
1503960366,4/30/2016,05,48
1503960366,4/30/2016,06,48
1503960366,4/30/2016,07,48
1503960366,4/30/2016,08,52
1503960366,4/30/2016,09,64
1503960366,4/30/2016,10,72
1503960366,4/30/2016,11,62
1503960366,4/30/2016,12,58
1503960366,4/30/2016,13,65
1503960366,4/30/2016,14,85
1503960366,4/30/2016,15,94
1503960366,4/30/2016,16,203
1503960366,4/30/2016,17,160
1503960366,4/30/2016,18,159
1503960366,4/30/2016,19,60
1503960366,4/30/2016,20,62
1503960366,4/30/2016,21,96
1503960366,4/30/2016,22,144
1503960366,4/30/2016,23,116
1503960366,5/1/2016,00,64
1503960366,5/1/2016,01,60
1503960366,5/1/2016,02,50
1503960366,5/1/2016,03,48
1503960366,5/1/2016,04,47
1503960366,5/1/2016,05,48
1503960366,5/1/2016,06,47
1503960366,5/1/2016,07,52
1503960366,5/1/2016,08,56
1503960366,5/1/2016,09,67
1503960366,5/1/2016,10,61
1503960366,5/1/2016,11,65
1503960366,5/1/2016,12,66
1503960366,5/1/2016,13,57
1503960366,5/1/2016,14,91
1503960366,5/1/2016,15,81
1503960366,5/1/2016,16,97
1503960366,5/1/2016,17,108
1503960366,5/1/2016,18,159
1503960366,5/1/2016,19,71
1503960366,5/1/2016,20,59
1503960366,5/1/2016,21,86
1503960366,5/1/2016,22,127
1503960366,5/1/2016,23,161
1503960366,5/2/2016,00,50
1503960366,5/2/2016,01,59
1503960366,5/2/2016,02,47
1503960366,5/2/2016,03,49
1503960366,5/2/2016,04,47
1503960366,5/2/2016,05,47
1503960366,5/2/2016,06,47
1503960366,5/2/2016,07,51
1503960366,5/2/2016,08,68
1503960366,5/2/2016,09,142
1503960366,5/2/2016,10,82
1503960366,5/2/2016,11,78
1503960366,5/2/2016,12,153
1503960366,5/2/2016,13,107
1503960366,5/2/2016,14,75
1503960366,5/2/2016,15,76
1503960366,5/2/2016,16,88
1503960366,5/2/2016,17,73
1503960366,5/2/2016,18,68
1503960366,5/2/2016,19,73
1503960366,5/2/2016,20,231
1503960366,5/2/2016,21,119
1503960366,5/2/2016,22,106
1503960366,5/2/2016,23,80
1503960366,5/3/2016,00,54
1503960366,5/3/2016,01,58
1503960366,5/3/2016,02,49
1503960366,5/3/2016,03,57
1503960366,5/3/2016,04,47
1503960366,5/3/2016,05,47
1503960366,5/3/2016,06,50
1503960366,5/3/2016,07,51
1503960366,5/3/2016,08,64
1503960366,5/3/2016,09,114
1503960366,5/3/2016,10,99
1503960366,5/3/2016,11,74
1503960366,5/3/2016,12,81
1503960366,5/3/2016,13,83
1503960366,5/3/2016,14,88
1503960366,5/3/2016,15,136
1503960366,5/3/2016,16,103
1503960366,5/3/2016,17,89
1503960366,5/3/2016,18,191
1503960366,5/3/2016,19,58
1503960366,5/3/2016,20,50
1503960366,5/3/2016,21,109
1503960366,5/3/2016,22,163
1503960366,5/3/2016,23,77
1503960366,5/4/2016,00,79
1503960366,5/4/2016,01,53
1503960366,5/4/2016,02,47
1503960366,5/4/2016,03,47
1503960366,5/4/2016,04,47
1503960366,5/4/2016,05,47
1503960366,5/4/2016,06,47
1503960366,5/4/2016,07,47
1503960366,5/4/2016,08,53
1503960366,5/4/2016,09,125
1503960366,5/4/2016,10,87
1503960366,5/4/2016,11,65
1503960366,5/4/2016,12,75
1503960366,5/4/2016,13,76
1503960366,5/4/2016,14,152
1503960366,5/4/2016,15,65
1503960366,5/4/2016,16,64
1503960366,5/4/2016,17,71
1503960366,5/4/2016,18,145
1503960366,5/4/2016,19,78
1503960366,5/4/2016,20,124
1503960366,5/4/2016,21,110
1503960366,5/4/2016,22,63
1503960366,5/4/2016,23,52
1503960366,5/5/2016,00,56
1503960366,5/5/2016,01,58
1503960366,5/5/2016,02,52
1503960366,5/5/2016,03,47
1503960366,5/5/2016,04,53
1503960366,5/5/2016,05,47
1503960366,5/5/2016,06,49
1503960366,5/5/2016,07,51
1503960366,5/5/2016,08,61
1503960366,5/5/2016,09,131
1503960366,5/5/2016,10,78
1503960366,5/5/2016,11,59
1503960366,5/5/2016,12,75
1503960366,5/5/2016,13,110
1503960366,5/5/2016,14,75
1503960366,5/5/2016,15,72
1503960366,5/5/2016,16,102
1503960366,5/5/2016,17,154
1503960366,5/5/2016,18,95
1503960366,5/5/2016,19,82
1503960366,5/5/2016,20,79
1503960366,5/5/2016,21,219
1503960366,5/5/2016,22,95
1503960366,5/5/2016,23,60
1503960366,5/6/2016,00,68
1503960366,5/6/2016,01,51
1503960366,5/6/2016,02,57
1503960366,5/6/2016,03,47
1503960366,5/6/2016,04,48
1503960366,5/6/2016,05,47
1503960366,5/6/2016,06,48
1503960366,5/6/2016,07,51
1503960366,5/6/2016,08,63
1503960366,5/6/2016,09,134
1503960366,5/6/2016,10,85
1503960366,5/6/2016,11,65
1503960366,5/6/2016,12,72
1503960366,5/6/2016,13,66
1503960366,5/6/2016,14,83
1503960366,5/6/2016,15,104
1503960366,5/6/2016,16,78
1503960366,5/6/2016,17,73
1503960366,5/6/2016,18,127
1503960366,5/6/2016,19,172
1503960366,5/6/2016,20,73
1503960366,5/6/2016,21,83
1503960366,5/6/2016,22,78
1503960366,5/6/2016,23,124
1503960366,5/7/2016,00,65
1503960366,5/7/2016,01,48
1503960366,5/7/2016,02,50
1503960366,5/7/2016,03,47
1503960366,5/7/2016,04,48
1503960366,5/7/2016,05,47
1503960366,5/7/2016,06,47
1503960366,5/7/2016,07,47
1503960366,5/7/2016,08,61
1503960366,5/7/2016,09,59
1503960366,5/7/2016,10,133
1503960366,5/7/2016,11,164
1503960366,5/7/2016,12,62
1503960366,5/7/2016,13,55
1503960366,5/7/2016,14,64
1503960366,5/7/2016,15,65
1503960366,5/7/2016,16,68
1503960366,5/7/2016,17,64
1503960366,5/7/2016,18,71
1503960366,5/7/2016,19,91
1503960366,5/7/2016,20,59
1503960366,5/7/2016,21,140
1503960366,5/7/2016,22,209
1503960366,5/7/2016,23,55
1503960366,5/8/2016,00,62
1503960366,5/8/2016,01,48
1503960366,5/8/2016,02,47
1503960366,5/8/2016,03,47
1503960366,5/8/2016,04,48
1503960366,5/8/2016,05,47
1503960366,5/8/2016,06,48
1503960366,5/8/2016,07,47
1503960366,5/8/2016,08,47
1503960366,5/8/2016,09,47
1503960366,5/8/2016,10,47
1503960366,5/8/2016,11,47
1503960366,5/8/2016,12,85
1503960366,5/8/2016,13,65
1503960366,5/8/2016,14,98
1503960366,5/8/2016,15,68
1503960366,5/8/2016,16,58
1503960366,5/8/2016,17,69
1503960366,5/8/2016,18,261
1503960366,5/8/2016,19,107
1503960366,5/8/2016,20,88
1503960366,5/8/2016,21,101
1503960366,5/8/2016,22,92
1503960366,5/8/2016,23,66
1503960366,5/9/2016,00,60
1503960366,5/9/2016,01,47
1503960366,5/9/2016,02,47
1503960366,5/9/2016,03,47
1503960366,5/9/2016,04,47
1503960366,5/9/2016,05,49
1503960366,5/9/2016,06,81
1503960366,5/9/2016,07,63
1503960366,5/9/2016,08,58
1503960366,5/9/2016,09,58
1503960366,5/9/2016,10,69
1503960366,5/9/2016,11,74
1503960366,5/9/2016,12,79
1503960366,5/9/2016,13,52
1503960366,5/9/2016,14,51
1503960366,5/9/2016,15,53
1503960366,5/9/2016,16,176
1503960366,5/9/2016,17,125
1503960366,5/9/2016,18,90
1503960366,5/9/2016,19,115
1503960366,5/9/2016,20,117
1503960366,5/9/2016,21,168
1503960366,5/9/2016,22,47
1503960366,5/9/2016,23,47
1503960366,5/10/2016,00,47
1503960366,5/10/2016,01,58
1503960366,5/10/2016,02,47
1503960366,5/10/2016,03,47
1503960366,5/10/2016,04,47
1503960366,5/10/2016,05,47
1503960366,5/10/2016,06,47
1503960366,5/10/2016,07,53
1503960366,5/10/2016,08,67
1503960366,5/10/2016,09,118
1503960366,5/10/2016,10,76
1503960366,5/10/2016,11,102
1503960366,5/10/2016,12,63
1503960366,5/10/2016,13,73
1503960366,5/10/2016,14,66
1503960366,5/10/2016,15,101
1503960366,5/10/2016,16,83
1503960366,5/10/2016,17,88
1503960366,5/10/2016,18,160
1503960366,5/10/2016,19,127
1503960366,5/10/2016,20,164
1503960366,5/10/2016,21,77
1503960366,5/10/2016,22,50
1503960366,5/10/2016,23,53
1503960366,5/11/2016,00,72
1503960366,5/11/2016,01,54
1503960366,5/11/2016,02,54
1503960366,5/11/2016,03,49
1503960366,5/11/2016,04,47
1503960366,5/11/2016,05,47
1503960366,5/11/2016,06,47
1503960366,5/11/2016,07,53
1503960366,5/11/2016,08,78
1503960366,5/11/2016,09,144
1503960366,5/11/2016,10,89
1503960366,5/11/2016,11,75
1503960366,5/11/2016,12,63
1503960366,5/11/2016,13,101
1503960366,5/11/2016,14,130
1503960366,5/11/2016,15,72
1503960366,5/11/2016,16,70
1503960366,5/11/2016,17,67
1503960366,5/11/2016,18,208
1503960366,5/11/2016,19,90
1503960366,5/11/2016,20,114
1624580081,4/12/2016,00,55
1624580081,4/12/2016,01,51
1624580081,4/12/2016,02,50
1624580081,4/12/2016,03,51
1624580081,4/12/2016,04,50
1624580081,4/12/2016,05,50
1624580081,4/12/2016,06,50
1624580081,4/12/2016,07,50
1624580081,4/12/2016,08,51
1624580081,4/12/2016,09,74
1624580081,4/12/2016,10,141
1624580081,4/12/2016,11,56
1624580081,4/12/2016,12,57
1624580081,4/12/2016,13,54
1624580081,4/12/2016,14,55
1624580081,4/12/2016,15,52
1624580081,4/12/2016,16,54
1624580081,4/12/2016,17,63
1624580081,4/12/2016,18,62
1624580081,4/12/2016,19,77
1624580081,4/12/2016,20,60
1624580081,4/12/2016,21,50
1624580081,4/12/2016,22,50
1624580081,4/12/2016,23,70
1624580081,4/13/2016,00,58
1624580081,4/13/2016,01,51
1624580081,4/13/2016,02,50
1624580081,4/13/2016,03,50
1624580081,4/13/2016,04,50
1624580081,4/13/2016,05,50
1624580081,4/13/2016,06,50
1624580081,4/13/2016,07,50
1624580081,4/13/2016,08,51
1624580081,4/13/2016,09,90
1624580081,4/13/2016,10,112
1624580081,4/13/2016,11,68
1624580081,4/13/2016,12,59
1624580081,4/13/2016,13,50
1624580081,4/13/2016,14,55
1624580081,4/13/2016,15,50
1624580081,4/13/2016,16,59
1624580081,4/13/2016,17,56
1624580081,4/13/2016,18,79
1624580081,4/13/2016,19,52
1624580081,4/13/2016,20,54
1624580081,4/13/2016,21,66
1624580081,4/13/2016,22,50
1624580081,4/13/2016,23,52
1624580081,4/14/2016,00,51
1624580081,4/14/2016,01,50
1624580081,4/14/2016,02,51
1624580081,4/14/2016,03,50
1624580081,4/14/2016,04,50
1624580081,4/14/2016,05,50
1624580081,4/14/2016,06,50
1624580081,4/14/2016,07,51
1624580081,4/14/2016,08,95
1624580081,4/14/2016,09,118
1624580081,4/14/2016,10,60
1624580081,4/14/2016,11,78
1624580081,4/14/2016,12,52
1624580081,4/14/2016,13,50
1624580081,4/14/2016,14,55
1624580081,4/14/2016,15,54
1624580081,4/14/2016,16,72
1624580081,4/14/2016,17,127
1624580081,4/14/2016,18,78
1624580081,4/14/2016,19,86
1624580081,4/14/2016,20,58
1624580081,4/14/2016,21,74
1624580081,4/14/2016,22,50
1624580081,4/14/2016,23,65
1624580081,4/15/2016,00,70
1624580081,4/15/2016,01,53
1624580081,4/15/2016,02,50
1624580081,4/15/2016,03,50
1624580081,4/15/2016,04,50
1624580081,4/15/2016,05,50
1624580081,4/15/2016,06,51
1624580081,4/15/2016,07,51
1624580081,4/15/2016,08,50
1624580081,4/15/2016,09,50
1624580081,4/15/2016,10,50
1624580081,4/15/2016,11,86
1624580081,4/15/2016,12,50
1624580081,4/15/2016,13,50
1624580081,4/15/2016,14,50
1624580081,4/15/2016,15,50
1624580081,4/15/2016,16,50
1624580081,4/15/2016,17,51
1624580081,4/15/2016,18,54
1624580081,4/15/2016,19,89
1624580081,4/15/2016,20,50
1624580081,4/15/2016,21,54
1624580081,4/15/2016,22,74
1624580081,4/15/2016,23,63
1624580081,4/16/2016,00,78
1624580081,4/16/2016,01,50
1624580081,4/16/2016,02,56
1624580081,4/16/2016,03,50
1624580081,4/16/2016,04,50
1624580081,4/16/2016,05,50
1624580081,4/16/2016,06,50
1624580081,4/16/2016,07,50
1624580081,4/16/2016,08,50
1624580081,4/16/2016,09,50
1624580081,4/16/2016,10,67
1624580081,4/16/2016,11,61
1624580081,4/16/2016,12,59
1624580081,4/16/2016,13,50
1624580081,4/16/2016,14,68
1624580081,4/16/2016,15,56
1624580081,4/16/2016,16,50
1624580081,4/16/2016,17,56
1624580081,4/16/2016,18,53
1624580081,4/16/2016,19,90
1624580081,4/16/2016,20,55
1624580081,4/16/2016,21,94
1624580081,4/16/2016,22,115
1624580081,4/16/2016,23,58
1624580081,4/17/2016,00,57
1624580081,4/17/2016,01,51
1624580081,4/17/2016,02,52
1624580081,4/17/2016,03,50
1624580081,4/17/2016,04,50
1624580081,4/17/2016,05,51
1624580081,4/17/2016,06,50
1624580081,4/17/2016,07,50
1624580081,4/17/2016,08,50
1624580081,4/17/2016,09,52
1624580081,4/17/2016,10,56
1624580081,4/17/2016,11,52
1624580081,4/17/2016,12,78
1624580081,4/17/2016,13,122
1624580081,4/17/2016,14,80
1624580081,4/17/2016,15,56
1624580081,4/17/2016,16,50
1624580081,4/17/2016,17,129
1624580081,4/17/2016,18,73
1624580081,4/17/2016,19,91
1624580081,4/17/2016,20,79
1624580081,4/17/2016,21,63
1624580081,4/17/2016,22,58
1624580081,4/17/2016,23,55
1624580081,4/18/2016,00,54
1624580081,4/18/2016,01,55
1624580081,4/18/2016,02,51
1624580081,4/18/2016,03,50
1624580081,4/18/2016,04,50
1624580081,4/18/2016,05,50
1624580081,4/18/2016,06,50
1624580081,4/18/2016,07,63
1624580081,4/18/2016,08,120
1624580081,4/18/2016,09,57
1624580081,4/18/2016,10,78
1624580081,4/18/2016,11,68
