Id,Date,Time,StepTotal
1503960366,4/18/2016,01,0
1503960366,4/18/2016,02,0
1503960366,4/18/2016,03,0
1503960366,4/18/2016,04,0
1503960366,4/18/2016,05,0
1503960366,4/18/2016,06,0
1503960366,4/18/2016,07,0
1503960366,4/18/2016,08,0
1503960366,4/18/2016,09,1688
1503960366,4/18/2016,10,380
1503960366,4/18/2016,11,328
1503960366,4/18/2016,12,1306
1503960366,4/18/2016,13,268
1503960366,4/18/2016,14,137
1503960366,4/18/2016,15,495
1503960366,4/18/2016,16,277
1503960366,4/18/2016,17,304
1503960366,4/18/2016,18,4074
1503960366,4/18/2016,19,2101
1503960366,4/18/2016,20,28
1503960366,4/18/2016,21,187
1503960366,4/18/2016,22,542
1503960366,4/18/2016,23,488
1503960366,4/19/2016,00,0
1503960366,4/19/2016,01,22
1503960366,4/19/2016,02,0
1503960366,4/19/2016,03,9
1503960366,4/19/2016,04,0
1503960366,4/19/2016,05,0
1503960366,4/19/2016,06,7
1503960366,4/19/2016,07,316
1503960366,4/19/2016,08,1656
1503960366,4/19/2016,09,367
1503960366,4/19/2016,10,203
1503960366,4/19/2016,11,194
1503960366,4/19/2016,12,1887
1503960366,4/19/2016,13,2697
1503960366,4/19/2016,14,409
1503960366,4/19/2016,15,299
1503960366,4/19/2016,16,297
1503960366,4/19/2016,17,732
1503960366,4/19/2016,18,1280
1503960366,4/19/2016,19,397
1503960366,4/19/2016,20,2487
1503960366,4/19/2016,21,826
1503960366,4/19/2016,22,52
1503960366,4/19/2016,23,1369
1503960366,4/20/2016,00,16
1503960366,4/20/2016,01,36
1503960366,4/20/2016,02,0
1503960366,4/20/2016,03,0
1503960366,4/20/2016,04,0
1503960366,4/20/2016,05,0
1503960366,4/20/2016,06,0
1503960366,4/20/2016,07,29
1503960366,4/20/2016,08,264
1503960366,4/20/2016,09,1993
1503960366,4/20/2016,10,459
1503960366,4/20/2016,11,65
1503960366,4/20/2016,12,185
1503960366,4/20/2016,13,64
1503960366,4/20/2016,14,1270
1503960366,4/20/2016,15,797
1503960366,4/20/2016,16,261
1503960366,4/20/2016,17,13
1503960366,4/20/2016,18,1308
1503960366,4/20/2016,19,1558
1503960366,4/20/2016,20,499
1503960366,4/20/2016,21,395
1503960366,4/20/2016,22,77
1503960366,4/20/2016,23,1255
1503960366,4/21/2016,00,17
1503960366,4/21/2016,01,129
1503960366,4/21/2016,02,81
1503960366,4/21/2016,03,0
1503960366,4/21/2016,04,0
1503960366,4/21/2016,05,0
1503960366,4/21/2016,06,0
1503960366,4/21/2016,07,38
1503960366,4/21/2016,08,245
1503960366,4/21/2016,09,1672
1503960366,4/21/2016,10,255
1503960366,4/21/2016,11,0
1503960366,4/21/2016,12,384
1503960366,4/21/2016,13,1140
1503960366,4/21/2016,14,12
1503960366,4/21/2016,15,213
1503960366,4/21/2016,16,26
1503960366,4/21/2016,17,96
1503960366,4/21/2016,18,213
1503960366,4/21/2016,19,100
1503960366,4/21/2016,20,3541
1503960366,4/21/2016,21,970
1503960366,4/21/2016,22,89
1503960366,4/21/2016,23,598
1503960366,4/22/2016,00,0
1503960366,4/22/2016,01,0
1503960366,4/22/2016,02,0
1503960366,4/22/2016,03,0
1503960366,4/22/2016,04,0
1503960366,4/22/2016,05,0
1503960366,4/22/2016,06,0
1503960366,4/22/2016,07,0
1503960366,4/22/2016,08,0
1503960366,4/22/2016,09,192
1503960366,4/22/2016,10,29
1503960366,4/22/2016,11,958
1503960366,4/22/2016,12,38
1503960366,4/22/2016,13,118
1503960366,4/22/2016,14,0
1503960366,4/22/2016,15,180
1503960366,4/22/2016,16,22
1503960366,4/22/2016,17,1041
1503960366,4/22/2016,18,514
1503960366,4/22/2016,19,629
1503960366,4/22/2016,20,329
1503960366,4/22/2016,21,5934
1503960366,4/22/2016,22,855
1503960366,4/22/2016,23,1925
1503960366,4/23/2016,00,182
1503960366,4/23/2016,01,0
1503960366,4/23/2016,02,11
1503960366,4/23/2016,03,0
1503960366,4/23/2016,04,0
1503960366,4/23/2016,05,0
1503960366,4/23/2016,06,12
1503960366,4/23/2016,07,0
1503960366,4/23/2016,08,127
1503960366,4/23/2016,09,285
1503960366,4/23/2016,10,49
1503960366,4/23/2016,11,703
1503960366,4/23/2016,12,1597
1503960366,4/23/2016,13,1453
1503960366,4/23/2016,14,202
1503960366,4/23/2016,15,158
1503960366,4/23/2016,16,2008
1503960366,4/23/2016,17,1472
1503960366,4/23/2016,18,2569
1503960366,4/23/2016,19,29
1503960366,4/23/2016,20,142
1503960366,4/23/2016,21,2432
1503960366,4/23/2016,22,709
1503960366,4/23/2016,23,231
1503960366,4/24/2016,00,141
1503960366,4/24/2016,01,42
1503960366,4/24/2016,02,0
1503960366,4/24/2016,03,0
1503960366,4/24/2016,04,8
1503960366,4/24/2016,05,0
1503960366,4/24/2016,06,7
1503960366,4/24/2016,07,0
1503960366,4/24/2016,08,8
1503960366,4/24/2016,09,76
1503960366,4/24/2016,10,492
1503960366,4/24/2016,11,149
1503960366,4/24/2016,12,548
1503960366,4/24/2016,13,394
1503960366,4/24/2016,14,26
1503960366,4/24/2016,15,27
1503960366,4/24/2016,16,885
1503960366,4/24/2016,17,411
1503960366,4/24/2016,18,911
1503960366,4/24/2016,19,4871
1503960366,4/24/2016,20,342
1503960366,4/24/2016,21,244
1503960366,4/24/2016,22,66
1503960366,4/24/2016,23,391
1503960366,4/25/2016,00,95
1503960366,4/25/2016,01,22
1503960366,4/25/2016,02,97
1503960366,4/25/2016,03,0
1503960366,4/25/2016,04,25
1503960366,4/25/2016,05,4
1503960366,4/25/2016,06,0
1503960366,4/25/2016,07,44
1503960366,4/25/2016,08,426
1503960366,4/25/2016,09,2041
1503960366,4/25/2016,10,258
1503960366,4/25/2016,11,1468
1503960366,4/25/2016,12,707
1503960366,4/25/2016,13,299
1503960366,4/25/2016,14,94
1503960366,4/25/2016,15,359
1503960366,4/25/2016,16,263
1503960366,4/25/2016,17,188
1503960366,4/25/2016,18,116
1503960366,4/25/2016,19,2815
1503960366,4/25/2016,20,895
1503960366,4/25/2016,21,4895
1503960366,4/25/2016,22,188
1503960366,4/25/2016,23,56
1503960366,4/26/2016,00,101
1503960366,4/26/2016,01,178
1503960366,4/26/2016,02,0
1503960366,4/26/2016,03,145
1503960366,4/26/2016,04,0
1503960366,4/26/2016,05,7
1503960366,4/26/2016,06,0
1503960366,4/26/2016,07,28
1503960366,4/26/2016,08,173
1503960366,4/26/2016,09,1826
1503960366,4/26/2016,10,666
1503960366,4/26/2016,11,266
1503960366,4/26/2016,12,415
1503960366,4/26/2016,13,1571
1503960366,4/26/2016,14,1998
1503960366,4/26/2016,15,323
1503960366,4/26/2016,16,697
1503960366,4/26/2016,17,143
1503960366,4/26/2016,18,2513
1503960366,4/26/2016,19,148
1503960366,4/26/2016,20,1649
1503960366,4/26/2016,21,450
1503960366,4/26/2016,22,148
1503960366,4/26/2016,23,310
1503960366,4/27/2016,00,277
1503960366,4/27/2016,01,60
1503960366,4/27/2016,02,17
1503960366,4/27/2016,03,0
1503960366,4/27/2016,04,0
1503960366,4/27/2016,05,0
1503960366,4/27/2016,06,0
1503960366,4/27/2016,07,0
1503960366,4/27/2016,08,0
1503960366,4/27/2016,09,1916
1503960366,4/27/2016,10,502
1503960366,4/27/2016,11,797
1503960366,4/27/2016,12,701
1503960366,4/27/2016,13,319
1503960366,4/27/2016,14,1932
1503960366,4/27/2016,15,59
1503960366,4/27/2016,16,98
1503960366,4/27/2016,17,261
1503960366,4/27/2016,18,2714
1503960366,4/27/2016,19,5786
1503960366,4/27/2016,20,2420
1503960366,4/27/2016,21,266
1503960366,4/27/2016,22,0
1503960366,4/27/2016,23,0
1503960366,4/28/2016,00,0
1503960366,4/28/2016,01,127
1503960366,4/28/2016,02,0
1503960366,4/28/2016,03,0
1503960366,4/28/2016,04,0
1503960366,4/28/2016,05,0
1503960366,4/28/2016,06,0
1503960366,4/28/2016,07,14
1503960366,4/28/2016,08,128
1503960366,4/28/2016,09,1192
1503960366,4/28/2016,10,987
1503960366,4/28/2016,11,288
1503960366,4/28/2016,12,317
1503960366,4/28/2016,13,1144
1503960366,4/28/2016,14,1512
1503960366,4/28/2016,15,115
1503960366,4/28/2016,16,554
1503960366,4/28/2016,17,235
1503960366,4/28/2016,18,1829
1503960366,4/28/2016,19,13
1503960366,4/28/2016,20,2122
1503960366,4/28/2016,21,986
1503960366,4/28/2016,22,16
1503960366,4/28/2016,23,1512
1503960366,4/29/2016,00,202
1503960366,4/29/2016,01,0
1503960366,4/29/2016,02,71
1503960366,4/29/2016,03,0
1503960366,4/29/2016,04,0
1503960366,4/29/2016,05,0
1503960366,4/29/2016,06,0
1503960366,4/29/2016,07,27
1503960366,4/29/2016,08,201
1503960366,4/29/2016,09,1820
1503960366,4/29/2016,10,44
1503960366,4/29/2016,11,104
1503960366,4/29/2016,12,214
1503960366,4/29/2016,13,41
1503960366,4/29/2016,14,1711
1503960366,4/29/2016,15,1076
1503960366,4/29/2016,16,285
1503960366,4/29/2016,17,380
1503960366,4/29/2016,18,118
1503960366,4/29/2016,19,267
1503960366,4/29/2016,20,386
1503960366,4/29/2016,21,1366
1503960366,4/29/2016,22,1111
1503960366,4/29/2016,23,1757
1503960366,4/30/2016,00,19
1503960366,4/30/2016,01,65
1503960366,4/30/2016,02,0
1503960366,4/30/2016,03,6
1503960366,4/30/2016,04,0
1503960366,4/30/2016,05,0
1503960366,4/30/2016,06,0
1503960366,4/30/2016,07,0
1503960366,4/30/2016,08,60
1503960366,4/30/2016,09,148
1503960366,4/30/2016,10,239
1503960366,4/30/2016,11,127
1503960366,4/30/2016,12,92
1503960366,4/30/2016,13,141
1503960366,4/30/2016,14,520
1503960366,4/30/2016,15,993
1503960366,4/30/2016,16,3388
1503960366,4/30/2016,17,2176
1503960366,4/30/2016,18,2319
1503960366,4/30/2016,19,92
1503960366,4/30/2016,20,117
1503960366,4/30/2016,21,840
1503960366,4/30/2016,22,2139
1503960366,4/30/2016,23,1192
1503960366,5/1/2016,00,247
1503960366,5/1/2016,01,59
1503960366,5/1/2016,02,36
1503960366,5/1/2016,03,4
1503960366,5/1/2016,04,0
1503960366,5/1/2016,05,0
1503960366,5/1/2016,06,0
1503960366,5/1/2016,07,41
1503960366,5/1/2016,08,94
1503960366,5/1/2016,09,198
1503960366,5/1/2016,10,146
1503960366,5/1/2016,11,103
1503960366,5/1/2016,12,130
1503960366,5/1/2016,13,85
1503960366,5/1/2016,14,540
1503960366,5/1/2016,15,294
1503960366,5/1/2016,16,823
1503960366,5/1/2016,17,1053
1503960366,5/1/2016,18,2007
1503960366,5/1/2016,19,177
1503960366,5/1/2016,20,93
1503960366,5/1/2016,21,363
1503960366,5/1/2016,22,1552
1503960366,5/1/2016,23,2557
1503960366,5/2/2016,00,0
1503960366,5/2/2016,01,119
1503960366,5/2/2016,02,0
1503960366,5/2/2016,03,21
1503960366,5/2/2016,04,0
1503960366,5/2/2016,05,0
1503960366,5/2/2016,06,0
1503960366,5/2/2016,07,28
1503960366,5/2/2016,08,245
1503960366,5/2/2016,09,1690
1503960366,5/2/2016,10,369
1503960366,5/2/2016,11,384
1503960366,5/2/2016,12,2116
1503960366,5/2/2016,13,1064
1503960366,5/2/2016,14,355
1503960366,5/2/2016,15,418
1503960366,5/2/2016,16,420
1503960366,5/2/2016,17,340
1503960366,5/2/2016,18,227
1503960366,5/2/2016,19,235
1503960366,5/2/2016,20,3903
1503960366,5/2/2016,21,1427
1503960366,5/2/2016,22,945
1503960366,5/2/2016,23,404
1503960366,5/3/2016,00,55
1503960366,5/3/2016,01,79
1503960366,5/3/2016,02,20
1503960366,5/3/2016,03,110
1503960366,5/3/2016,04,0
1503960366,5/3/2016,05,0
1503960366,5/3/2016,06,16
1503960366,5/3/2016,07,23
1503960366,5/3/2016,08,158
1503960366,5/3/2016,09,1391
1503960366,5/3/2016,10,955
1503960366,5/3/2016,11,297
1503960366,5/3/2016,12,396
1503960366,5/3/2016,13,309
1503960366,5/3/2016,14,384
1503960366,5/3/2016,15,1719
1503960366,5/3/2016,16,870
1503960366,5/3/2016,17,690
1503960366,5/3/2016,18,3119
1503960366,5/3/2016,19,140
1503960366,5/3/2016,20,6
1503960366,5/3/2016,21,1333
1503960366,5/3/2016,22,2549
1503960366,5/3/2016,23,484
1503960366,5/4/2016,00,400
1503960366,5/4/2016,01,18
1503960366,5/4/2016,02,0
1503960366,5/4/2016,03,0
1503960366,5/4/2016,04,0
1503960366,5/4/2016,05,0
1503960366,5/4/2016,06,0
1503960366,5/4/2016,07,0
1503960366,5/4/2016,08,68
1503960366,5/4/2016,09,1470
1503960366,5/4/2016,10,598
1503960366,5/4/2016,11,194
1503960366,5/4/2016,12,366
1503960366,5/4/2016,13,318
1503960366,5/4/2016,14,2284
1503960366,5/4/2016,15,138
1503960366,5/4/2016,16,144
1503960366,5/4/2016,17,341
1503960366,5/4/2016,18,2041
1503960366,5/4/2016,19,205
1503960366,5/4/2016,20,1316
1503960366,5/4/2016,21,1106
1503960366,5/4/2016,22,93
1503960366,5/4/2016,23,0
1503960366,5/5/2016,00,70
1503960366,5/5/2016,01,113
1503960366,5/5/2016,02,19
1503960366,5/5/2016,03,0
1503960366,5/5/2016,04,44
1503960366,5/5/2016,05,0
1503960366,5/5/2016,06,8
1503960366,5/5/2016,07,23
1503960366,5/5/2016,08,107
1503960366,5/5/2016,09,1615
1503960366,5/5/2016,10,360
1503960366,5/5/2016,11,28
1503960366,5/5/2016,12,318
1503960366,5/5/2016,13,1231
1503960366,5/5/2016,14,375
1503960366,5/5/2016,15,187
1503960366,5/5/2016,16,989
1503960366,5/5/2016,17,2217
1503960366,5/5/2016,18,715
1503960366,5/5/2016,19,348
1503960366,5/5/2016,20,283
1503960366,5/5/2016,21,3897
1503960366,5/5/2016,22,900
1503960366,5/5/2016,23,200
1503960366,5/6/2016,00,186
1503960366,5/6/2016,01,4
1503960366,5/6/2016,02,88
1503960366,5/6/2016,03,0
1503960366,5/6/2016,04,19
1503960366,5/6/2016,05,0
1503960366,5/6/2016,06,0
1503960366,5/6/2016,07,23
1503960366,5/6/2016,08,146
1503960366,5/6/2016,09,1683
1503960366,5/6/2016,10,504
1503960366,5/6/2016,11,234
1503960366,5/6/2016,12,261
1503960366,5/6/2016,13,175
1503960366,5/6/2016,14,535
1503960366,5/6/2016,15,900
1503960366,5/6/2016,16,335
1503960366,5/6/2016,17,279
1503960366,5/6/2016,18,1532
1503960366,5/6/2016,19,2500
1503960366,5/6/2016,20,255
1503960366,5/6/2016,21,514
1503960366,5/6/2016,22,375
1503960366,5/6/2016,23,1611
1503960366,5/7/2016,00,168
1503960366,5/7/2016,01,0
1503960366,5/7/2016,02,19
1503960366,5/7/2016,03,0
1503960366,5/7/2016,04,0
1503960366,5/7/2016,05,0
1503960366,5/7/2016,06,0
1503960366,5/7/2016,07,0
1503960366,5/7/2016,08,132
1503960366,5/7/2016,09,115
1503960366,5/7/2016,10,1291
1503960366,5/7/2016,11,2352
1503960366,5/7/2016,12,129
1503960366,5/7/2016,13,77
1503960366,5/7/2016,14,125
1503960366,5/7/2016,15,318
1503960366,5/7/2016,16,259
1503960366,5/7/2016,17,173
1503960366,5/7/2016,18,253
1503960366,5/7/2016,19,652
1503960366,5/7/2016,20,102
1503960366,5/7/2016,21,2073
1503960366,5/7/2016,22,3696
1503960366,5/7/2016,23,58
1503960366,5/8/2016,00,147
1503960366,5/8/2016,01,0
1503960366,5/8/2016,02,0
1503960366,5/8/2016,03,0
1503960366,5/8/2016,04,6
1503960366,5/8/2016,05,0
1503960366,5/8/2016,06,7
1503960366,5/8/2016,07,0
1503960366,5/8/2016,08,0
1503960366,5/8/2016,09,0
1503960366,5/8/2016,10,0
1503960366,5/8/2016,11,0
1503960366,5/8/2016,12,511
1503960366,5/8/2016,13,227
1503960366,5/8/2016,14,660
1503960366,5/8/2016,15,341
1503960366,5/8/2016,16,100
1503960366,5/8/2016,17,240
1503960366,5/8/2016,18,4472
1503960366,5/8/2016,19,1069
1503960366,5/8/2016,20,793
1503960366,5/8/2016,21,663
1503960366,5/8/2016,22,553
1503960366,5/8/2016,23,271
1503960366,5/9/2016,00,135
1503960366,5/9/2016,01,0
1503960366,5/9/2016,02,0
1503960366,5/9/2016,03,0
1503960366,5/9/2016,04,0
1503960366,5/9/2016,05,14
1503960366,5/9/2016,06,408
1503960366,5/9/2016,07,214
1503960366,5/9/2016,08,109
1503960366,5/9/2016,09,160
1503960366,5/9/2016,10,322
1503960366,5/9/2016,11,477
1503960366,5/9/2016,12,507
1503960366,5/9/2016,13,7
1503960366,5/9/2016,14,0
1503960366,5/9/2016,15,22
1503960366,5/9/2016,16,2692
1503960366,5/9/2016,17,1260
1503960366,5/9/2016,18,624
1503960366,5/9/2016,19,1062
1503960366,5/9/2016,20,1325
1503960366,5/9/2016,21,2684
1503960366,5/9/2016,22,0
1503960366,5/9/2016,23,0
1503960366,5/10/2016,00,0
1503960366,5/10/2016,01,92
1503960366,5/10/2016,02,0
1503960366,5/10/2016,03,0
1503960366,5/10/2016,04,0
1503960366,5/10/2016,05,0
1503960366,5/10/2016,06,0
1503960366,5/10/2016,07,47
1503960366,5/10/2016,08,227
1503960366,5/10/2016,09,1461
1503960366,5/10/2016,10,258
1503960366,5/10/2016,11,988
1503960366,5/10/2016,12,74
1503960366,5/10/2016,13,234
1503960366,5/10/2016,14,159
1503960366,5/10/2016,15,1038
1503960366,5/10/2016,16,312
1503960366,5/10/2016,17,645
1503960366,5/10/2016,18,2494
1503960366,5/10/2016,19,1418
1503960366,5/10/2016,20,2480
1503960366,5/10/2016,21,251
1503960366,5/10/2016,22,0
1503960366,5/10/2016,23,29
1503960366,5/11/2016,00,266
1503960366,5/11/2016,01,45
1503960366,5/11/2016,02,73
1503960366,5/11/2016,03,10
1503960366,5/11/2016,04,0
1503960366,5/11/2016,05,0
1503960366,5/11/2016,06,0
1503960366,5/11/2016,07,47
1503960366,5/11/2016,08,312
1503960366,5/11/2016,09,1914
1503960366,5/11/2016,10,644
1503960366,5/11/2016,11,259
1503960366,5/11/2016,12,116
1503960366,5/11/2016,13,811
1503960366,5/11/2016,14,1560
1503960366,5/11/2016,15,348
1503960366,5/11/2016,16,289
1503960366,5/11/2016,17,245
1503960366,5/11/2016,18,3449
1503960366,5/11/2016,19,293
1503960366,5/11/2016,20,1209
1624580081,4/12/2016,00,31
1624580081,4/12/2016,01,0
1624580081,4/12/2016,02,0
1624580081,4/12/2016,03,7
1624580081,4/12/2016,04,0
1624580081,4/12/2016,05,0
1624580081,4/12/2016,06,0
1624580081,4/12/2016,07,0
1624580081,4/12/2016,08,0
1624580081,4/12/2016,09,1085
1624580081,4/12/2016,10,5375
1624580081,4/12/2016,11,129
1624580081,4/12/2016,12,81
1624580081,4/12/2016,13,67
1624580081,4/12/2016,14,43
1624580081,4/12/2016,15,0
1624580081,4/12/2016,16,79
1624580081,4/12/2016,17,235
1624580081,4/12/2016,18,257
1624580081,4/12/2016,19,501
1624580081,4/12/2016,20,99
1624580081,4/12/2016,21,0
1624580081,4/12/2016,22,0
1624580081,4/12/2016,23,174
1624580081,4/13/2016,00,75
1624580081,4/13/2016,01,0
1624580081,4/13/2016,02,0
1624580081,4/13/2016,03,0
1624580081,4/13/2016,04,0
1624580081,4/13/2016,05,0
1624580081,4/13/2016,06,0
1624580081,4/13/2016,07,0
1624580081,4/13/2016,08,0
1624580081,4/13/2016,09,1663
1624580081,4/13/2016,10,3685
1624580081,4/13/2016,11,608
1624580081,4/13/2016,12,80
1624580081,4/13/2016,13,0
1624580081,4/13/2016,14,36
1624580081,4/13/2016,15,0
1624580081,4/13/2016,16,126
1624580081,4/13/2016,17,39
1624580081,4/13/2016,18,491
1624580081,4/13/2016,19,7
1624580081,4/13/2016,20,14
1624580081,4/13/2016,21,183
1624580081,4/13/2016,22,0
1624580081,4/13/2016,23,0
1624580081,4/14/2016,00,0
1624580081,4/14/2016,01,0
1624580081,4/14/2016,02,0
1624580081,4/14/2016,03,0
1624580081,4/14/2016,04,0
1624580081,4/14/2016,05,0
1624580081,4/14/2016,06,0
1624580081,4/14/2016,07,0
1624580081,4/14/2016,08,1958
1624580081,4/14/2016,09,4148
1624580081,4/14/2016,10,141
1624580081,4/14/2016,11,468
1624580081,4/14/2016,12,0
1624580081,4/14/2016,13,0
1624580081,4/14/2016,14,87
1624580081,4/14/2016,15,34
1624580081,4/14/2016,16,170
1624580081,4/14/2016,17,1197
1624580081,4/14/2016,18,182
1624580081,4/14/2016,19,445
1624580081,4/14/2016,20,0
1624580081,4/14/2016,21,227
1624580081,4/14/2016,22,0
1624580081,4/14/2016,23,50
1624580081,4/15/2016,00,178
1624580081,4/15/2016,01,6
1624580081,4/15/2016,02,0
1624580081,4/15/2016,03,0
1624580081,4/15/2016,04,0
1624580081,4/15/2016,05,0
1624580081,4/15/2016,06,0
1624580081,4/15/2016,07,0
1624580081,4/15/2016,08,0
1624580081,4/15/2016,09,0
1624580081,4/15/2016,10,0
1624580081,4/15/2016,11,415
1624580081,4/15/2016,12,0
1624580081,4/15/2016,13,0
1624580081,4/15/2016,14,0
1624580081,4/15/2016,15,0
1624580081,4/15/2016,16,0
1624580081,4/15/2016,17,0
1624580081,4/15/2016,18,6
1624580081,4/15/2016,19,386
1624580081,4/15/2016,20,0
1624580081,4/15/2016,21,27
1624580081,4/15/2016,22,287
1624580081,4/15/2016,23,185
1624580081,4/16/2016,00,465
1624580081,4/16/2016,01,0
1624580081,4/16/2016,02,81
1624580081,4/16/2016,03,0
1624580081,4/16/2016,04,0
1624580081,4/16/2016,05,0
1624580081,4/16/2016,06,0
1624580081,4/16/2016,07,0
1624580081,4/16/2016,08,0
1624580081,4/16/2016,09,0
1624580081,4/16/2016,10,259
1624580081,4/16/2016,11,231
1624580081,4/16/2016,12,126
1624580081,4/16/2016,13,0
1624580081,4/16/2016,14,291
1624580081,4/16/2016,15,82
1624580081,4/16/2016,16,0
1624580081,4/16/2016,17,39
1624580081,4/16/2016,18,0
1624580081,4/16/2016,19,472
1624580081,4/16/2016,20,28
1624580081,4/16/2016,21,1211
1624580081,4/16/2016,22,1962
1624580081,4/16/2016,23,123
1624580081,4/17/2016,00,115
1624580081,4/17/2016,01,0
1624580081,4/17/2016,02,67
1624580081,4/17/2016,03,0
1624580081,4/17/2016,04,0
1624580081,4/17/2016,05,0
1624580081,4/17/2016,06,0
1624580081,4/17/2016,07,0
1624580081,4/17/2016,08,0
1624580081,4/17/2016,09,0
1624580081,4/17/2016,10,49
1624580081,4/17/2016,11,0
1624580081,4/17/2016,12,193
1624580081,4/17/2016,13,1374
1624580081,4/17/2016,14,657
1624580081,4/17/2016,15,19
1624580081,4/17/2016,16,0
1624580081,4/17/2016,17,2047
1624580081,4/17/2016,18,401
1624580081,4/17/2016,19,782
1624580081,4/17/2016,20,156
1624580081,4/17/2016,21,173
1624580081,4/17/2016,22,28
1624580081,4/17/2016,23,89
1624580081,4/18/2016,00,59
1624580081,4/18/2016,01,29
1624580081,4/18/2016,02,0
